target,prediction,flag,roll_id,row_index
62.14,62.14,input,0,0
62.15,62.15,input,0,1
62.15,62.15,input,0,2
62.13,62.13,input,0,3
62.13,62.13,input,0,4
62.14,62.14,input,0,5
62.15,62.15,input,0,6
62.15,62.15,input,0,7
62.15,62.15,input,0,8
62.13,62.13,input,0,9
62.14,62.14,input,0,10
62.15,62.15,input,0,11
62.17,62.17,input,0,12
62.17,62.17,input,0,13
62.15,62.15,input,0,14
62.13,62.13,input,0,15
62.15,62.15,input,0,16
62.15,62.15,input,0,17
62.14,62.14,input,0,18
62.15,62.15,input,0,19
62.15,62.15,input,0,20
62.17,62.17,input,0,21
62.15,62.15,input,0,22
62.14,62.14,input,0,23
62.13,62.13,input,0,24
62.14,62.14,input,0,25
62.15,62.15,input,0,26
62.15,62.15,input,0,27
62.13,62.13,input,0,28
62.15,62.15,input,0,29
62.13,62.13,input,0,30
62.16,62.16,input,0,31
62.15,62.15,input,0,32
62.15,62.15,input,0,33
62.13,62.13,input,0,34
62.14,62.14,input,0,35
62.13,62.13,input,0,36
62.14,62.14,input,0,37
62.15,62.15,input,0,38
62.17,62.17,input,0,39
62.17,62.17,input,0,40
62.17,62.17,input,0,41
62.16,62.16,input,0,42
62.17,62.17,input,0,43
62.15,62.15,input,0,44
62.14,62.14,input,0,45
62.13,62.13,input,0,46
62.13,62.13,input,0,47
62.13,62.13,input,0,48
62.13,62.13,input,0,49
62.12,62.12,input,0,50
62.11,62.11,input,0,51
62.12,62.12,input,0,52
62.13,62.13,input,0,53
62.12,62.12,input,0,54
62.12,62.12,input,0,55
62.12,62.12,input,0,56
62.13,62.13,input,0,57
62.13,62.13,input,0,58
62.12,62.12,input,0,59
62.11,62.11,input,0,60
62.12,62.12,input,0,61
62.11,62.11,input,0,62
62.11,62.11,input,0,63
62.11,62.11,input,0,64
62.11,62.11,input,0,65
62.12,62.12,input,0,66
62.12,62.12,input,0,67
62.11,62.11,input,0,68
62.11,62.11,input,0,69
62.11,62.11,input,0,70
62.11,62.11,input,0,71
62.11,62.11,input,0,72
62.11,62.11,input,0,73
62.11,62.11,input,0,74
62.11,62.11,input,0,75
62.11,62.11,input,0,76
62.1,62.1,input,0,77
62.1,62.1,input,0,78
62.51,62.51,input,0,79
63.45,63.45,input,0,80
64.22,64.22,input,0,81
64.66,64.66,input,0,82
64.96,64.96,input,0,83
65.2,65.2,input,0,84
65.44,65.44,input,0,85
65.64,65.64,input,0,86
65.81,65.81,input,0,87
65.96,65.96,input,0,88
66.12,66.12,input,0,89
66.26,66.26,input,0,90
66.4,66.4,input,0,91
66.52,66.52,input,0,92
66.63,66.63,input,0,93
66.79,66.79,input,0,94
66.94,66.94,input,0,95
67.09,67.09,input,0,96
67.29,67.29,input,0,97
67.57,67.57,input,0,98
67.87,67.87,input,0,99
68.2,68.2,input,0,100
68.53,68.53,input,0,101
68.89,68.89,input,0,102
69.31,69.31,input,0,103
69.96,69.96,input,0,104
71.06,71.06,input,0,105
71.87,71.87,input,0,106
72.42,72.42,input,0,107
72.8,72.8,input,0,108
73.05,73.05,input,0,109
73.19,73.19,input,0,110
73.28,73.28,input,0,111
73.35,73.35,input,0,112
73.39,73.39,input,0,113
73.46,73.46,input,0,114
73.5,73.5,input,0,115
73.48,73.48,input,0,116
73.45,73.45,input,0,117
73.39,73.39,input,0,118
73.33,73.33,input,0,119
73.34,73.34,input,0,120
73.36,73.36,input,0,121
73.3,73.3,input,0,122
73.21,73.21,input,0,123
73.09,73.09,input,0,124
72.96,72.96,input,0,125
72.92,72.92,input,0,126
72.93,72.93,input,0,127
72.89,72.89,input,0,128
72.82,72.82,input,0,129
72.71,72.71,input,0,130
72.59,72.59,input,0,131
72.45,72.45,input,0,132
72.29,72.29,input,0,133
72.12,72.12,input,0,134
71.95,71.95,input,0,135
71.77,71.77,input,0,136
71.58,71.58,input,0,137
71.38,71.38,input,0,138
71.18,71.18,input,0,139
71.03,71.03,input,0,140
71.16,71.16,input,0,141
71.11,71.11,input,0,142
71.0,71.0,input,0,143
70.85,70.85,input,0,144
70.68,70.68,input,0,145
70.5,70.5,input,0,146
70.32,70.32,input,0,147
70.14,70.14,input,0,148
69.94,69.94,input,0,149
69.74,69.74,input,0,150
69.55,69.55,input,0,151
69.35,69.35,input,0,152
69.13,69.13,input,0,153
68.91,68.91,input,0,154
68.73,68.73,input,0,155
68.6,68.6,input,0,156
68.39,68.39,input,0,157
68.16,68.16,input,0,158
67.92,67.92,input,0,159
67.67,67.67,input,0,160
67.44,67.44,input,0,161
67.21,67.21,input,0,162
67.0,67.0,input,0,163
66.79,66.79,input,0,164
66.6,66.6,input,0,165
66.41,66.41,input,0,166
66.27,66.27,input,0,167
66.12,66.12,input,0,168
65.96,65.96,input,0,169
65.83,65.83,input,0,170
65.7,65.7,input,0,171
65.71,65.71,input,0,172
66.13,66.13,input,0,173
66.18,66.18,input,0,174
66.15,66.15,input,0,175
66.09,66.09,input,0,176
66.01,66.01,input,0,177
65.92,65.92,input,0,178
65.82,65.82,input,0,179
65.72,65.72,input,0,180
65.61,65.61,input,0,181
65.56,65.56,input,0,182
65.55,65.55,input,0,183
65.47,65.47,input,0,184
65.42,65.42,input,0,185
65.35,65.35,input,0,186
65.26,65.26,input,0,187
65.16,65.16,input,0,188
65.05,65.05,input,0,189
64.93,64.93,input,0,190
64.8,64.8,input,0,191
64.68,64.68,input,0,192
64.78,64.78,input,0,193
64.98,64.98,input,0,194
65.0,65.0,input,0,195
64.97,64.97,input,0,196
64.9,64.9,input,0,197
64.82,64.82,input,0,198
64.78,64.78,input,0,199
64.86,64.86,input,0,200
64.85,64.85,input,0,201
64.8,64.8,input,0,202
64.73,64.73,input,0,203
64.67,64.67,input,0,204
64.59,64.59,input,0,205
64.5,64.5,input,0,206
64.42,64.42,input,0,207
64.35,64.35,input,0,208
64.25,64.25,input,0,209
64.15,64.15,input,0,210
64.04,64.04,input,0,211
63.92,63.92,input,0,212
63.79,63.79,input,0,213
63.66,63.66,input,0,214
63.51,63.51,input,0,215
63.35,63.35,input,0,216
63.19,63.19,input,0,217
62.98,62.98,input,0,218
62.79,62.79,input,0,219
63.54,63.54,input,0,220
65.22,65.22,input,0,221
66.34,66.34,input,0,222
66.75,66.75,input,0,223
66.96,66.96,input,0,224
66.89,66.89,input,0,225
66.73,66.73,input,0,226
66.54,66.54,input,0,227
68.65,68.65,input,0,228
70.05,70.05,input,0,229
70.34,70.34,input,0,230
70.24,70.24,input,0,231
70.01,70.01,input,0,232
69.7,69.7,input,0,233
69.46,69.46,input,0,234
69.32,69.32,input,0,235
69.12,69.12,input,0,236
68.84,68.84,input,0,237
68.43,68.43,input,0,238
68.0,68.0,input,0,239
67.67,67.67,input,0,240
67.21,67.21,input,0,241
66.74,66.74,input,0,242
66.24,66.24,input,0,243
65.7,65.7,input,0,244
65.07,65.07,input,0,245
64.37,64.37,input,0,246
63.63,63.63,input,0,247
62.94,62.94,input,0,248
62.37,62.37,input,0,249
62.03,62.03,input,0,250
62.01,62.01,input,0,251
62.02,62.02,input,0,252
62.04,62.04,input,0,253
62.05,62.05,input,0,254
62.05,62.05,input,0,255
62.04,62.04,input,0,256
62.03,62.03,input,0,257
62.03,62.03,input,0,258
62.03,62.03,input,0,259
62.05,62.05,input,0,260
62.07,62.07,input,0,261
62.06,62.06,input,0,262
62.06,62.06,input,0,263
62.05,62.05,input,0,264
62.05,62.05,input,0,265
62.05,62.05,input,0,266
62.07,62.07,input,0,267
62.06,62.06,input,0,268
62.05,62.05,input,0,269
62.05,62.05,input,0,270
62.04,62.04,input,0,271
62.04,62.04,input,0,272
62.04,62.04,input,0,273
62.04,62.04,input,0,274
62.04,62.04,input,0,275
62.04,62.04,input,0,276
62.05,62.05,input,0,277
62.07,62.07,input,0,278
62.07,62.07,input,0,279
62.05,62.05,input,0,280
62.07,62.07,input,0,281
62.07,62.07,input,0,282
62.06,62.06,input,0,283
62.05,62.05,input,0,284
62.08,62.08,input,0,285
62.08,62.08,input,0,286
62.09,62.09,input,0,287
62.09,62.09,input,0,288
62.09,62.09,input,0,289
62.09,62.09,input,0,290
62.08,62.08,input,0,291
62.07,62.07,input,0,292
62.08,62.08,input,0,293
62.07,62.07,input,0,294
62.07,62.07,input,0,295
62.07,62.07,input,0,296
62.07,62.07,input,0,297
62.06,62.06,input,0,298
62.07,62.07,input,0,299
62.09,62.09,input,0,300
62.08,62.08,input,0,301
62.08,62.08,input,0,302
62.09,62.09,input,0,303
62.08,62.08,input,0,304
62.09,62.09,input,0,305
62.09,62.09,input,0,306
62.1,62.1,input,0,307
62.11,62.11,input,0,308
62.1,62.1,input,0,309
62.12,62.12,input,0,310
62.12,62.12,input,0,311
62.11,62.11,input,0,312
62.12,62.12,input,0,313
62.1,62.1,input,0,314
62.08,62.08,input,0,315
62.1,62.1,input,0,316
62.1,62.1,input,0,317
62.13,62.13,input,0,318
62.13,62.13,input,0,319
62.13,62.13,input,0,320
62.12,62.12,input,0,321
62.12,62.12,input,0,322
62.13,62.13,input,0,323
62.12,62.12,input,0,324
62.13,62.13,input,0,325
62.12,62.12,input,0,326
62.09,62.09,input,0,327
62.11,62.11,input,0,328
62.13,62.13,input,0,329
62.12,62.12,input,0,330
62.14,62.14,input,0,331
62.15,62.15,input,0,332
62.13,62.13,input,0,333
62.13,62.13,input,0,334
62.11,62.11,input,0,335
62.12,62.12,input,0,336
62.15,62.15,input,0,337
62.15,62.15,input,0,338
62.15,62.15,input,0,339
62.15,62.15,input,0,340
62.15,62.15,input,0,341
62.17,62.17,input,0,342
62.13,62.13,input,0,343
62.12,62.12,input,0,344
62.11,62.11,input,0,345
62.13,62.13,input,0,346
62.12,62.12,input,0,347
62.13,62.13,input,0,348
62.14,62.14,input,0,349
62.13,62.13,input,0,350
62.12,62.12,input,0,351
62.14,62.14,input,0,352
62.15,62.15,input,0,353
62.15,62.15,input,0,354
62.16,62.16,input,0,355
62.16,62.16,input,0,356
62.16,62.16,input,0,357
62.17,62.17,input,0,358
62.16,62.16,input,0,359
62.15,62.15,input,0,360
62.17,62.17,input,0,361
62.16,62.16,input,0,362
62.15,62.15,input,0,363
62.13,62.13,input,0,364
62.15,62.15,input,0,365
62.15,62.15,input,0,366
62.15,62.15,input,0,367
62.16,62.16,input,0,368
62.18,62.18,input,0,369
62.16,62.16,input,0,370
62.16,62.16,input,0,371
62.15,62.15,input,0,372
62.16,62.16,input,0,373
62.18,62.18,input,0,374
62.15,62.15,input,0,375
62.15,62.15,input,0,376
62.16,62.16,input,0,377
62.17,62.17,input,0,378
62.17,62.17,input,0,379
62.17,62.17,input,0,380
62.17,62.17,input,0,381
62.17,62.17,input,0,382
62.16,62.16,input,0,383
62.14,62.14,input,0,384
62.14,62.14,input,0,385
62.16,62.16,input,0,386
62.15,62.15,input,0,387
62.16,62.16,input,0,388
62.16,62.16,input,0,389
62.17,62.17,input,0,390
62.17,62.17,input,0,391
62.17,62.17,input,0,392
62.14,62.14,input,0,393
62.12,62.12,input,0,394
62.12,62.12,input,0,395
62.14,62.14,input,0,396
62.14,62.14,input,0,397
62.16,62.16,input,0,398
62.16,62.16,input,0,399
62.18,62.18,input,0,400
62.19,62.19,input,0,401
62.18,62.18,input,0,402
62.18,62.18,input,0,403
62.22,62.22,input,0,404
62.19,62.19,input,0,405
62.18,62.18,input,0,406
62.15,62.15,input,0,407
62.13,62.13,input,0,408
62.12,62.12,input,0,409
62.13,62.13,input,0,410
62.14,62.14,input,0,411
62.13,62.13,input,0,412
62.12,62.12,input,0,413
62.12,62.12,input,0,414
62.14,62.14,input,0,415
62.14,62.14,input,0,416
62.13,62.13,input,0,417
62.12,62.12,input,0,418
62.12,62.12,input,0,419
62.13,62.13,input,0,420
62.14,62.14,input,0,421
62.15,62.15,input,0,422
62.15,62.15,input,0,423
62.16,62.16,input,0,424
62.13,62.13,input,0,425
62.13,62.13,input,0,426
62.12,62.12,input,0,427
62.12,62.12,input,0,428
62.12,62.12,input,0,429
62.12,62.12,input,0,430
62.14,62.14,input,0,431
62.13,62.13,input,0,432
62.12,62.12,input,0,433
62.12,62.12,input,0,434
66.34,66.34,input,0,435
68.99,68.99,input,0,436
69.86,69.86,input,0,437
70.47,70.47,input,0,438
70.87,70.87,input,0,439
71.18,71.18,input,0,440
71.42,71.42,input,0,441
71.62,71.62,input,0,442
71.82,71.82,input,0,443
72.11,72.11,input,0,444
72.44,72.44,input,0,445
72.76,72.76,input,0,446
73.04,73.04,input,0,447
73.28,73.28,input,0,448
73.47,73.47,input,0,449
73.66,73.66,input,0,450
73.87,73.87,input,0,451
74.16,74.16,input,0,452
74.44,74.44,input,0,453
74.64,74.64,input,0,454
74.81,74.81,input,0,455
74.98,74.98,input,0,456
75.22,75.22,input,0,457
75.45,75.45,input,0,458
75.62,75.62,input,0,459
75.81,75.81,input,0,460
75.98,75.98,input,0,461
76.03,76.03,input,0,462
76.02,76.02,input,0,463
76.01,76.01,input,0,464
76.03,76.03,input,0,465
76.02,76.02,input,0,466
75.99,75.99,input,0,467
75.94,75.94,input,0,468
75.88,75.88,input,0,469
75.81,75.81,input,0,470
75.73,75.73,input,0,471
75.64,75.64,input,0,472
75.54,75.54,input,0,473
75.44,75.44,input,0,474
75.34,75.34,input,0,475
75.56,75.56,input,0,476
75.75,75.75,input,0,477
75.81,75.81,input,0,478
75.82,75.82,input,0,479
75.8,75.8,input,0,480
75.86,75.86,input,0,481
76.01,76.01,input,0,482
76.1,76.1,input,0,483
76.18,76.18,input,0,484
76.4,76.4,input,0,485
76.52,76.52,input,0,486
76.58,76.58,input,0,487
76.59,76.59,input,0,488
76.57,76.57,input,0,489
76.65,76.65,input,0,490
76.69,76.69,input,0,491
76.71,76.71,input,0,492
76.67,76.67,input,0,493
76.54,76.54,input,0,494
76.39,76.39,input,0,495
76.27,76.27,input,0,496
76.14,76.14,input,0,497
75.98,75.98,input,0,498
75.8,75.8,input,0,499
75.6,75.6,input,0,500
75.39,75.39,input,0,501
75.17,75.17,input,0,502
74.94,74.94,input,0,503
74.71,74.71,input,0,504
74.46,74.46,input,0,505
74.2,74.2,input,0,506
73.93,73.93,input,0,507
73.66,73.66,input,0,508
73.39,73.39,input,0,509
73.18,73.18,input,0,510
72.95,72.95,input,0,511
72.77,72.77,input,0,512
72.61,72.61,input,0,513
72.44,72.44,input,0,514
72.26,72.26,input,0,515
72.07,72.07,input,0,516
71.88,71.88,input,0,517
71.69,71.69,input,0,518
71.53,71.53,input,0,519
71.36,71.36,input,0,520
71.19,71.19,input,0,521
71.02,71.02,input,0,522
70.84,70.84,input,0,523
70.66,70.66,input,0,524
70.48,70.48,input,0,525
70.31,70.31,input,0,526
70.14,70.14,input,0,527
69.97,69.97,input,0,528
69.79,69.79,input,0,529
69.61,69.61,input,0,530
69.43,69.43,input,0,531
69.25,69.25,input,0,532
69.07,69.07,input,0,533
68.89,68.89,input,0,534
68.72,68.72,input,0,535
68.55,68.55,input,0,536
68.37,68.37,input,0,537
68.17,68.17,input,0,538
67.97,67.97,input,0,539
67.78,67.78,input,0,540
67.59,67.59,input,0,541
67.4,67.4,input,0,542
67.21,67.21,input,0,543
67.05,67.05,input,0,544
66.9,66.9,input,0,545
66.78,66.78,input,0,546
66.66,66.66,input,0,547
66.5,66.5,input,0,548
66.43,66.43,input,0,549
66.29,66.29,input,0,550
66.12,66.12,input,0,551
65.93,65.93,input,0,552
65.74,65.74,input,0,553
65.63,65.63,input,0,554
65.51,65.51,input,0,555
65.34,65.34,input,0,556
65.16,65.16,input,0,557
64.97,64.97,input,0,558
64.86,64.86,input,0,559
64.75,64.75,input,0,560
64.58,64.58,input,0,561
64.4,64.4,input,0,562
64.21,64.21,input,0,563
64.0,64.0,input,0,564
63.79,63.79,input,0,565
63.59,63.59,input,0,566
63.45,63.45,input,0,567
63.34,63.34,input,0,568
63.26,63.26,input,0,569
63.26,63.26,input,0,570
63.18,63.18,input,0,571
63.08,63.08,input,0,572
62.96,62.96,input,0,573
62.85,62.85,input,0,574
62.73,62.73,input,0,575
62.59,62.59,input,0,576
62.45,62.45,input,0,577
62.31,62.31,input,0,578
62.16,62.16,input,0,579
62.02,62.02,input,0,580
62.0,62.0,input,0,581
62.0,62.0,input,0,582
62.0,62.0,input,0,583
62.01,62.01,input,0,584
62.01,62.01,input,0,585
62.01,62.01,input,0,586
62.0,62.0,input,0,587
62.0,62.0,input,0,588
62.0,62.0,input,0,589
62.0,62.0,input,0,590
62.02,62.02,input,0,591
62.01,62.01,input,0,592
62.0,62.0,input,0,593
62.0,62.0,input,0,594
62.0,62.0,input,0,595
62.0,62.0,input,0,596
62.01,62.01,input,0,597
62.02,62.02,input,0,598
62.01,62.01,input,0,599
62.01,62.01,input,0,600
62.0,62.0,input,0,601
61.99,61.99,input,0,602
61.99,61.99,input,0,603
61.99,61.99,input,0,604
62.0,62.0,input,0,605
62.03,62.03,input,0,606
62.03,62.03,input,0,607
62.02,62.02,input,0,608
62.01,62.01,input,0,609
62.0,62.0,input,0,610
62.0,62.0,input,0,611
62.06,62.06,input,0,612
62.28,62.28,input,0,613
62.25,62.25,input,0,614
62.04,62.04,input,0,615
61.99,61.99,input,0,616
62.01,62.01,input,0,617
62.0,62.0,input,0,618
62.03,62.03,input,0,619
62.04,62.04,input,0,620
62.03,62.03,input,0,621
62.03,62.03,input,0,622
62.02,62.02,input,0,623
62.01,62.01,input,0,624
62.02,62.02,input,0,625
62.02,62.02,input,0,626
62.03,62.03,input,0,627
62.03,62.03,input,0,628
62.03,62.03,input,0,629
62.02,62.02,input,0,630
62.03,62.03,input,0,631
62.04,62.04,input,0,632
62.04,62.04,input,0,633
62.03,62.03,input,0,634
62.04,62.04,input,0,635
62.04,62.04,input,0,636
62.03,62.03,input,0,637
62.04,62.04,input,0,638
62.03,62.03,input,0,639
62.03,62.03,input,0,640
62.03,62.03,input,0,641
62.04,62.04,input,0,642
62.04,62.04,input,0,643
62.04,62.04,input,0,644
62.05,62.05,input,0,645
62.06,62.06,input,0,646
62.05,62.05,input,0,647
62.04,62.04,input,0,648
62.03,62.03,input,0,649
62.03,62.03,input,0,650
62.06,62.06,input,0,651
62.07,62.07,input,0,652
62.07,62.07,input,0,653
62.06,62.06,input,0,654
62.07,62.07,input,0,655
62.06,62.06,input,0,656
62.07,62.07,input,0,657
62.07,62.07,input,0,658
62.04,62.04,input,0,659
62.04,62.04,input,0,660
62.06,62.06,input,0,661
62.06,62.06,input,0,662
62.06,62.06,input,0,663
62.07,62.07,input,0,664
62.07,62.07,input,0,665
62.06,62.06,input,0,666
62.08,62.08,input,0,667
62.08,62.08,input,0,668
62.07,62.07,input,0,669
62.05,62.05,input,0,670
62.07,62.07,input,0,671
62.09,62.09,input,0,672
62.08,62.08,input,0,673
62.08,62.08,input,0,674
62.06,62.06,input,0,675
62.07,62.07,input,0,676
62.09,62.09,input,0,677
62.1,62.1,input,0,678
62.1,62.1,input,0,679
62.1,62.1,input,0,680
62.09,62.09,input,0,681
62.09,62.09,input,0,682
62.09,62.09,input,0,683
62.08,62.08,input,0,684
62.09,62.09,input,0,685
62.08,62.08,input,0,686
62.07,62.07,input,0,687
62.05,62.05,input,0,688
62.08,62.08,input,0,689
62.09,62.09,input,0,690
62.1,62.1,input,0,691
62.1,62.1,input,0,692
62.1,62.1,input,0,693
62.1,62.1,input,0,694
62.1,62.1,input,0,695
62.1,62.1,input,0,696
62.1,62.1,input,0,697
62.11,62.11,input,0,698
62.11,62.11,input,0,699
62.12,62.12,input,0,700
62.11,62.11,input,0,701
62.12,62.12,input,0,702
62.11,62.11,input,0,703
62.11,62.11,input,0,704
62.11,62.11,input,0,705
62.12,62.12,input,0,706
62.11,62.11,input,0,707
62.11,62.11,input,0,708
62.11,62.11,input,0,709
62.11,62.11,input,0,710
62.13,62.13,input,0,711
62.14,62.14,input,0,712
62.15,62.15,input,0,713
62.15,62.15,input,0,714
62.15,62.15,input,0,715
62.16,62.16,input,0,716
62.15,62.15,input,0,717
62.16,62.16,input,0,718
62.17,62.17,input,0,719
62.14,62.14,input,0,720
62.13,62.13,input,0,721
62.12,62.12,input,0,722
62.11,62.11,input,0,723
62.14,62.14,input,0,724
62.15,62.15,input,0,725
62.13,62.13,input,0,726
62.15,62.15,input,0,727
62.14,62.14,input,0,728
62.2,62.2,input,0,729
62.19,62.19,input,0,730
62.2,62.2,input,0,731
62.18,62.18,input,0,732
62.17,62.17,input,0,733
62.18,62.18,input,0,734
62.18,62.18,input,0,735
62.15,62.15,input,0,736
62.15,62.15,input,0,737
62.19,62.19,input,0,738
62.19,62.19,input,0,739
62.19,62.19,input,0,740
62.16,62.16,input,0,741
62.14,62.14,input,0,742
62.13,62.13,input,0,743
62.15,62.15,input,0,744
62.12,62.12,input,0,745
62.12,62.12,input,0,746
62.15,62.15,input,0,747
62.14,62.14,input,0,748
62.15,62.15,input,0,749
62.14,62.14,input,0,750
62.13,62.13,input,0,751
62.14,62.14,input,0,752
62.15,62.15,input,0,753
62.14,62.14,input,0,754
62.14,62.14,input,0,755
62.12,62.12,input,0,756
62.12,62.12,input,0,757
62.12,62.12,input,0,758
62.12,62.12,input,0,759
62.14,62.14,input,0,760
62.15,62.15,input,0,761
62.12,62.12,input,0,762
